ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
丁巳(정사),己酉(기유),95,골든 시너지,뜨거운 열정의 丁(정사)와 센스 만점 己(기해)의 금빛 만남! 정사가 불꽃을 태우면 기유가 그걸 보석으로 만들어주는 환상의 연금술 커플이에요. 서로의 존재가 곧 서로의 가치를 높여주는 텐션 세계관이라 같이 있을 때 자존감 떡상하는 소울메이트 각! 시너지 미쳤다는 말이 딱 어울려요.,세련되고 힙한 무드가 가득! 서로의 스타일을 체크해주고 '인생샷' 남겨주는 게 일상인 워너비 커플 바이브예요. 깔끔하면서도 다정한 챙김이 오가는 훈훈한 연애 스타일!,정사의 불도저 같은 텐션에 기유의 섬세함이 가끔 놀랄 수 있어요! '솔직함'도 좋지만 한 번 더 예쁘게 말해주는 센스만 챙기면 찐사랑 유효기간 무한대!,"편집숍 쇼핑, 와인 바, 미슐랭 맛집",2026-03-07 07:44:47
丁巳(정사),甲寅(갑인),98,무한 동력 케미,활활 타오르는 불꽃 丁(정사)와 든든한 땔감이 되어주는 거목 甲(갑인)의 만남! 에너지가 마르지 않는 무한 동력 조합이에요. 서로의 열정을 북돋아 주는 텐션 세계관 덕분에 시너지 미쳤다! 같이 있으면 세상 모든 고민이 해결될 것 같은 든든한 소울메이트 각이에요.,보는 사람도 기분 좋아지는 하이 텐션 바이브! 서로의 앞날을 열정적으로 응원하며 함께 레벨업하는 갓생 커플의 정석이에요. 숨 가쁘게 핫플을 섭렵하는 에너제틱한 데이트가 주특기!,둘 다 에너지가 풀악셀이라 가끔은 속도가 너무 빠를 수 있어요! 그럴 땐 가끔 멍 때리는 '정지 화면' 타임만 가져주면 찐사랑 유효기간 무한대!,"액티비티 스포츠, 락 페스티벌, 루프탑 파티",2026-03-07 07:45:22
丁巳(정사),己未(기미),89,화끈 든든 케미,불도저 텐션 丁(정사)와 따뜻하고 단단한 대지 己(기미)의 만남! 정사가 열정의 불꽃을 피우면 기미가 그 열기를 포근하게 감싸 안아주는 갓벽한 시너지예요. 서로의 텐션 세계관이 비슷해서 대화가 끊이지 않는 소울메이트 각! 한 번 불붙으면 아무도 못 말리는 찐사랑 바이브가 폭발합니다.,서로의 열정을 무한 지지해 주는 으리으리한 의리파 연애! 겉으론 쿨해 보여도 속은 누구보다 뜨거운 사랑꾼 조합이에요. 맛집 도장 깨기처럼 확실한 목표가 있는 데이트에서 만족도 최상!,둘 다 에너지가 뜨거워서 가끔은 사소한 걸로 불꽃 튀는 배틀이 벌어질 수 있어요! 그럴 땐 맛있는 거 먹으면서 '맛잘알' 공감대만 형성해 주면 금방 다시 꽁냥꽁냥해지는 귀여운 커플입니다.,"화로구이 맛집, 캠핑 불멍, 핫플 팝업",2026-03-07 07:46:06
戊午(무오),甲子(갑자),78,단짠 성장형 커플,뜨거운 태양 아래 넓은 대지 戊(무오)와 촉촉한 비를 머금은 나무 甲(갑자)의 만남! 정반대의 매력이 부딪히며 스파크가 튀는 텐션 세계관이에요. 서로 다른 에너지가 서로의 부족함을 채워주는 시너지 미쳤다! 서로를 통해 세상을 보는 눈이 넓어지는 본격 성장형 케미입니다.,"예측 불가한 매력의 밀당 천재들! 한 명은 든든한 직진, 한 명은 섬세한 감성으로 밸런스를 맞춰요. 핫플 정복과 조용한 힐링을 오가는 다채로운 데이트 바이브가 특징!",서로의 속도가 다를 땐 '다름'을 '매력'으로 리프레임하면 찐사랑 각! '나랑 다르네?' 대신 '오히려 신선해!'라는 긍정 마인드만 장착하면 궁합 지수 떡상 보장해요.,"이색 전시회, 야경 드라이브, 서점 데이트",2026-03-07 07:46:48
戊午(무오),己巳(기사),94,철벽 수비 케미,"든든한 태산 戊(무오)와 따사로운 대지 己(기사)가 만난 '에너지 부자' 조합! 두 사람 다 뜨거운 열정을 품고 있어서 같이 있으면 세상 든든한 소울메이트 각이에요. 서로를 절대 배신하지 않는 찐사랑 바이브가 넘치고, 함께 목표를 향해 달릴 때 시너지 미쳤다 소리 절로 나오는 파워풀한 커플입니다.",화려한 겉모습보다 내실 있는 갓생 연애! 서로의 커리어를 응원하며 멘탈을 잡아주는 든든한 서포터즈 같아요. 데이트할 때는 최고급 맛집이나 럭셔리한 공간에서 프라이빗한 시간을 즐기는 바이브!,둘 다 고집이 폼미쳐서 가끔 의견이 대립할 수 있어요! 그럴 땐 '누가 맞나' 배틀하지 말고 '우리 팀'의 목표만 생각하면 바로 화해 가능! 유연함 한 스푼만 더하면 무적의 커플이에요.,"호캉스, 와인 다이닝, 골프 라운딩",2026-03-07 07:47:27
戊午(무오),甲戌(갑술),88,갓생 커플,듬직한 산 같은 무오 일주와 직진 본능 갑술 일주가 만났네요! 뜨거운 열정을 품은 무오의 에너지를 갑술의 리더십이 멋지게 리드하는 형국이에요. 서로의 비전을 응원하며 함께 성장하는 '시너지 미친' 조합입니다. 불꽃 튀는 텐션보다는 서로의 삶을 레벨업 시켜주는 찐소울메이트 각이 날카롭게 서있네요!,서로의 목표를 공유하며 동기부여를 주고받는 '으쌰으쌰' 바이브! 분위기 좋은 워케이션이나 자기계발 데이트에서도 텐션이 폭발하는 갓생러들의 연애 스타일이에요.,"둘 다 에너지가 강해서 가끔 의견이 충돌할 수 있지만, 이건 서로 잘되고 싶어 하는 애정 표현! 한 명의 템포가 빠를 때 조금만 기다려주면 관계의 완성도가 더 올라갈 거예요.","팝업스토어 투어, 러닝 크루, 루프탑 바",2026-03-07 07:48:21
戊午(무오),己卯(기묘),82,단짠 힐링 케미,뜨거운 열정 만렙 '무오'와 섬세한 감성 천재 '기묘'의 만남! 무오의 든든한 아우라가 기묘의 유연함을 감싸주며 서로의 부족한 텐션을 채워주는 조합이에요. 불같은 에너지와 부드러운 에너지가 섞여 묘한 중독성을 부르는 '마라탕후루' 같은 시너지가 미쳤습니다. 함께 있으면 세상 든든한 소울메이트 각!,"무오가 큼직한 데이트 코스를 짜오면, 기묘가 인스타 감성 한 스푼 더해 디테일을 완성하는 갓벽한 밸런스! 서로의 취향을 존중하며 꽁냥대는 다정한 바이브예요.","가끔 무오의 화끈함이 기묘의 여린 마음을 툭 건드릴 수 있지만, 이건 서로의 온도 차를 맞추는 빌드업 과정! 솔직한 대화로 온도 조절만 잘하면 찐사랑 롱런 확정입니다.","LP 바 청음, 식물 카페, 전시회 도슨트",2026-03-07 07:48:58
戊午(무오),甲申(갑신),78,파워 성장형 케미,뜨거운 태양 아래 든든한 산 같은 무오와 쿨하고 엣지 있는 갑신의 만남! 서로 다른 텐션이 부딪히며 스파크가 튀는 '도파민 폭발' 조합이에요. 무오의 묵직한 포용력이 갑신의 개성 넘치는 드라이브를 받아주며 서로의 세계관을 확장시키는 시너지가 미쳤습니다. 함께 있으면 절대 심심할 틈 없는 힙한 커플 각!,각자의 갓생을 살다가 만나면 텐션이 200% 충전되는 스타일! 서로의 개성을 리스펙하며 트렌디한 핫플을 섭렵하는 힙한 바이브가 돋보여요.,"둘 다 자기주장이 뚜렷해서 가끔 '팩폭' 텐션이 올 수 있지만, 이건 더 나은 관계를 위한 빌드업! 서로의 다름을 '힙한 매력'으로 인정하면 찐사랑 모드 유지 가능해요.","팝업스토어 오픈런, 서핑 원데이 클래스, 힙한 와인바",2026-03-07 07:49:49
戊午(무오),己丑(기축),85,무적의 팀워크,뜨거운 화력을 품은 무오와 차분하고 단단한 기축의 만남! 같은 '토' 기운끼리 만나 말하지 않아도 통하는 찐우정 바이브가 베이스예요. 무오의 폭발적인 에너지를 기축이 안정적으로 파킹해주는 느낌? 서로의 단단함을 믿고 가는 소울메이트 각이라 시너지가 미쳤습니다. 함께라면 어떤 고난도 '알잘딱깔센'하게 해결하는 갓벽 커플!,화려한 핫플보다는 우리만의 아지트에서 딥한 대화를 나누는 편안한 바이브. 겉으론 덤덤해 보여도 속은 꽉 찬 찐사랑 텐션이에요.,둘 다 은근 고집이 있는 '강강' 조합이라 가끔 정체구간이 생길 수 있어요. 그럴 땐 맛있는 거 먹으면서 유연하게 텐션 조절해주면 바로 다시 케미 폭발!,"오마카세 투어, 넷플릭스 정주행, 심야 드라이브",2026-03-07 07:50:33
戊午(무오),甲午(갑오),92,불꽃 텐션 케미,열정 만렙 무오와 직진 본능 갑오가 만난 역대급 '하이텐션' 조합! 둘 다 뜨거운 에너지를 공유하고 있어서 만나기만 해도 스파크가 튀는 케미 폭발 상태예요. 갑오의 톡톡 튀는 아이디어를 무오가 든든하게 받쳐주니 세상 무서울 게 없는 갓벽한 시너지 미쳤다! 서로의 열정을 불지피는 소울메이트 각이 날카롭게 서있네요.,지루할 틈 없는 스펙터클 바이브! 에너지 넘치는 액티비티를 즐기거나 힙한 핫플을 섭렵하며 에너지를 발산하는 파워풀한 연애 스타일이에요.,둘 다 에너지가 너무 뜨거워 가끔 과열될 수 있어요! 그럴 땐 서로의 속도를 리스펙하며 잠시 쿨다운하는 여유만 가져준다면 찐사랑 모드 무한 유지 가능!,"페스티벌 직관, 테마파크, 야간 드라이브",2026-03-07 07:51:08
戊午(무오),己亥(기해),84,상호보완 케미,뜨거운 태양 아래 든든한 산 같은 무오와 촉촉한 대지를 품은 기해가 만났네요! 무오의 화끈한 추진력을 기해의 유연함이 부드럽게 감싸주는 갓벽한 밸런스예요. 서로 다른 온도 차가 오히려 서로를 끌어당기는 자석 같은 매력으로 작용하죠. 안정감과 설렘을 동시에 잡은 텐션 세계관이 미쳤습니다!,무오가 화끈하게 리드하면 기해가 센스 있게 리액션해주는 환상의 티키타카! 평소엔 세상 쿨한 척해도 둘만 있으면 꽁냥지수 폭발하는 반전 바이브예요.,"무오의 불꽃 텐션이 가끔 기해를 당황하게 할 수 있지만, 이건 서로의 열정을 확인하는 과정! 속도만 살짝 맞추면 찐사랑 모드로 롱런 확정입니다.","한강 피크닉, 수족관 데이트, 힙한 와인바",2026-03-07 07:51:57
戊午(무오),甲辰(갑진),89,파워 시너지 커플,뜨거운 에너지를 품은 '무오' 산맥에 푸릇푸릇한 기운의 '갑진' 숲이 들어선 형국! 무오의 든든한 포용력이 갑신의 당당한 야심을 멋지게 서포트하며 서로를 레벨업시키는 텐션 세계관이 미쳤어요. 둘 다 존재감이 확실해서 함께 있으면 주변 시선 싹쓸이하는 주인공 재질! 서로의 성장을 자극하는 소울메이트 각이 날카롭습니다.,서로의 목표를 응원하는 갓생 연애 그 자체! 럭셔리한 핫플 투어나 각자의 커리어를 공유하는 멋진 어른들의 데이트 바이브가 흘러넘쳐요.,가끔 서로 고집 부릴 땐 '누가 더 잘났나' 대결 금지! 서로의 유능함을 리스펙해주기만 하면 찐사랑 텐션은 영원히 우상향 곡선 확정이에요.,"루프탑 라운지, 골프 라운딩, 럭셔리 호캉스",2026-03-07 07:52:37
戊午(무오),己酉(기유),81,골든 밸런스 케미,뜨거운 용암 같은 무오의 열정을 기유의 깔끔하고 엣지 있는 감각이 예쁘게 다듬어주는 형국! 무오의 든든한 추진력과 기유의 섬세한 디테일이 만나면 그야말로 시너지 미쳤다! 서로의 부족한 2%를 채워주는 완벽한 보완 관계라 함께 있을 때 가장 나다워질 수 있는 소울메이트 각이 날카롭게 서있네요.,무오가 큼직한 계획을 던지면 기유가 핫플 예약부터 동선까지 알잘딱깔센하게 정리하는 갓벽 바이브! 세련된 도시 데이트가 찰떡인 힙스터 커플이에요.,"무오의 화끈함이 가끔 기유의 섬세함을 스칠 수 있지만, 그럴 땐 기유의 센스를 믿고 한 발짝만 물러나 주면 텐션 폭발! 서로의 감각을 리스펙하면 찐사랑 모드 유지 가능!","편집숍 투어, 파인 다이닝, 야경 드라이브",2026-03-07 07:53:23
戊午(무오),甲寅(갑인),88,갓생 시너지 커플,"뜨거운 용암 같은 무오와 단단한 나무 같은 갑인이 만난 텐션 세계관! 무오의 화끈한 에너지에 갑인이 생동감을 더해주니 서로가 서로를 ‘빌드업’ 시켜주는 최고의 파트너예요. 둘 다 자기주도적이라 가끔은 부딪힐 수 있지만, 그게 오히려 도파민을 자극하는 건강한 자극제가 되는 시너지 미친 조합입니다.",에너지 넘치는 액티브한 바이브! 서로의 커리어와 취미를 존중하며 함께 성장하는 찐사랑 스타일이에요. 데이트할 때도 '오늘 뭐 할까?' 고민하기보다 목표 지향적으로 핫플을 정복하는 타입!,둘 다 에너지가 넘치다 보니 가끔은 주도권 밀당이 생길 수 있어요. 한쪽이 여유를 부릴 때 다른 한쪽이 맞춰주는 '유연한 릴레이'만 마스터하면 세상 어디에도 없는 무적의 소울메이트 완성!,"러닝 크루 활동, 고층 루프탑 바, 스포츠 경기 직관",2026-03-07 07:54:06
戊午(무오),己未(기미),92,무적의 딴딴 케미,뜨거운 태양 아래 넓은 대지가 만난 형국! 두 분의 만남은 그야말로 '철옹성 시너지' 그 자체예요. 무오의 화끈한 열정과 기미의 단단한 내면이 만나면 서로를 가장 잘 이해하는 소울메이트 각! 에너지가 워낙 듬직해서 둘이 함께 있으면 세상 무서울 게 없는 든든한 텐션 세계관이 펼쳐집니다.,서로의 바운더리를 존중하면서도 끈끈하게 붙어있는 '포스트잇' 바이브! 화려한 이벤트보다 맛집 도장 깨기처럼 내실 있는 데이트에서 행복을 느끼는 스타일이에요.,둘 다 고집이 쪼금 있는 편이라 가끔은 의견이 평행선을 달릴 수 있어요. 그럴 땐 '누가 맞나' 배틀보다 '오늘 뭐 먹지?'로 빠르게 화제 전환하면 다시 찐사랑 모드 복귀 완료!,"대형 카페 투어, 호캉스, 가구 쇼룸 구경",2026-03-07 07:54:54
己未(기미),甲子(갑자),82,자석형 커플,단단한 대지 기미와 시원한 샘물 갑자가 만난 반전 매력 조합! 서로 다른 성향이 자석처럼 끌리는 '서사 맛집'이에요. 갑자의 톡톡 튀는 아이디어를 기미가 묵묵히 받아주니 시너지 미쳤다! 서로의 결핍을 채워주며 단단해지는 성장형 케미의 정석이라 볼 수 있죠. 함께 있으면 세계관 확장되는 느낌!,차분함 속에 은근한 텐션이 흐르는 고급진 분위기. 화려한 파티보다는 우리만의 아지트에서 깊은 대화를 나누는 '딥토크' 바이브를 즐기는 찐사랑 스타일입니다.,가끔 서로의 방식이 달라도 '틀린 게 아니라 다른 것'임을 기억하기! 갑자의 자유로움을 기미가 조금만 유연하게 안아준다면 도파민 터지는 연애 폼 미쳤다 소리 들을 거예요.,"LP 바 투어, 야간 드라이브, 전시회 관람",2026-03-07 07:55:40
